"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location"
"European elites are terrified of upstarts like Tottenham and Ajax  https://t.co/stJyXlfHEB https://t.co/zE9bGsjqrG",FALSE,0,NA,"2019-04-18 22:02:05",FALSE,NA,"1118998159592570880",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Cleansheet",0,FALSE,FALSE,NA,NA,"États-Unis"
"Tottenham to share £5million bonus if they win the Champions League https://t.co/b7rzHcI73t https://t.co/HUuHbShFhs",FALSE,0,NA,"2019-04-18 22:02:04",FALSE,NA,"1118998154249064448",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Cleansheet",0,FALSE,FALSE,NA,NA,"États-Unis"
"Ohio State quarterback Matthew Baldwin enters transfer portal https://t.co/e7O4P0xFcw",FALSE,27,NA,"2019-04-18 22:02:00",FALSE,NA,"1118998138692542464",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","LettermenRow",23,FALSE,FALSE,NA,NA,"Columbus, OH"
"Look who popped in to see me at school before Spring Football practice at BMS. @keithetheredge1 

A GOOD coach can… https://t.co/QBPvuwSpQi",FALSE,2,NA,"2019-04-18 22:01:58",TRUE,NA,"1118998129704042496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theteachermrse",1,FALSE,FALSE,NA,NA,"Alabama, USA"
"@DeavynSW PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic questio… https://t.co/rbtiQBB42O",FALSE,1,"DeavynSW","2019-04-18 22:01:54",TRUE,NA,"1118998113358766080","1664031967","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",1,FALSE,FALSE,NA,NA,"California, USA"
"@davelave95 @VictorMRaposo @mnesbitt67 @Kayla_Raposo123 @Queens_Football @queensgaels @bendanger2644 @ccsfootball Big dawgggggg",FALSE,0,"davelave95","2019-04-18 22:01:46",FALSE,"1118997907196325888","1118998076516130816","265230802","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nategonzalez99",0,FALSE,FALSE,NA,NA,"Toronto, Ontario"
"@Akili_Arnold PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic que… https://t.co/3idQNgmZM6",FALSE,0,"Akili_Arnold","2019-04-18 22:01:43",TRUE,NA,"1118998067691188224","784476825158230016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@JackMitchellLNK we have the football and basketball Herbie on gray hats, let's get a baseball Herbie  on a hat now! https://t.co/YvZoqA23QR",FALSE,0,"JackMitchellLNK","2019-04-18 22:01:43",FALSE,NA,"1118998065858383872","28340001","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beninlincoln3",0,FALSE,FALSE,NA,NA,"Lincoln, NE"
"Leading off our final hour of @TheGAMEon1029 with Host @RyanCFowler: @JBradEdwards joins the spring football conver… https://t.co/OrpmjdHCbS",FALSE,0,NA,"2019-04-18 22:01:42",TRUE,NA,"1118998060028309504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tide1029fm",0,FALSE,FALSE,NA,NA,"Tuscaloosa, AL"
"@jocky05 PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic question… https://t.co/JsKEKmR3Xw",FALSE,1,"jocky05","2019-04-18 22:01:36",TRUE,NA,"1118998035088859136","777642515155464192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"He may have on a different number today but that’s #40 all day! @ Salem Football Stadium https://t.co/iDj797ZodL",FALSE,0,NA,"2019-04-18 22:01:30",FALSE,NA,"1118998012058046464",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","82Virgo_Coty",0,FALSE,FALSE,"-80.03693699","37.28719182","Virginia"
"This is why I would be more than okay if the #Bears took Trayveon Williams at #87. He might be a 4th round guy but… https://t.co/bcrrGGSOzm",FALSE,5,NA,"2019-04-18 22:01:27",TRUE,NA,"1118997996576882688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ErikLambert1",1,FALSE,FALSE,NA,NA,"Illinois"
"""Colin Rand Kaepernick (born November 3, 1987) is an American football quarterback who last played for the San Fran… https://t.co/qAsmfZd8YX",FALSE,0,NA,"2019-04-18 22:01:26",TRUE,NA,"1118997992516702208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanielZieja",0,FALSE,FALSE,NA,NA,"California, USA"
"<U+261D><U+FE0F> week from the #NFLDraft.

Who’s next? #OUDNA https://t.co/KR1pwOP1G9",FALSE,108,NA,"2019-04-18 22:01:25",FALSE,NA,"1118997991082418176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OU_Football",18,FALSE,FALSE,NA,NA,"Norman, OK"
"128 days until college football starts! Today's team of the day is the Alabama Crimson Tide:

Location: Tuscaloosa,… https://t.co/cPS3BViqQ3",FALSE,5,NA,"2019-04-18 22:01:21",TRUE,NA,"1118997971490738176",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NoHuddle_CFB",0,FALSE,FALSE,NA,NA,"United States"
"@DynastyRich @Josh_Spieker @Browns I have never really followed football until I started playing fantasy football s… https://t.co/YS0MBHDpom",FALSE,2,"DynastyRich","2019-04-18 22:01:20",TRUE,"1118975005189128192","1118997969813016576","1877840754","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimNFL",0,FALSE,FALSE,NA,NA,"Warren, OH"
"How Chelsea or Arsenal CAN miss out on Champions League EVEN if they finish in top four - CHELSEA and Arsenal are b… https://t.co/w9nnPhQscT",FALSE,0,NA,"2019-04-18 22:01:17",TRUE,NA,"1118997957339017216",NA,"<a href=""https://www.zaqs.org/"" rel=""nofollow"">Zaqs Sports</a>","ZaqsSports",0,FALSE,FALSE,NA,NA,"Boston, MA"
"At Colorado, a Breach in Football’s Wall https://t.co/QewXOafFdc",FALSE,0,NA,"2019-04-18 22:01:17",FALSE,NA,"1118997956059959296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jujukrie",0,FALSE,FALSE,NA,NA,"Pennsylvania, USA"
"Fans Drive to Wrong City <U+0001F62D>: Benfica fans drove 36 hrs from Lisbon to Frankfurt...but Germany has two Frankfurts, 38… https://t.co/SaNaJCgkia",FALSE,1,NA,"2019-04-18 22:01:08",TRUE,NA,"1118997917908361216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AFCCirca86",0,FALSE,FALSE,NA,NA,"California, USA"
"@JarodRichards54 PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic… https://t.co/tgAvJFHsaZ",FALSE,0,"JarodRichards54","2019-04-18 22:00:58",TRUE,NA,"1118997878234501120","769254694552113152","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"Youth Soccer, Football, Baseball and Softball Families - We welcome you to use our campus for your practices. Howev… https://t.co/ocmLq3djDZ",FALSE,0,NA,"2019-04-18 22:00:55",TRUE,NA,"1118997865098096640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiddieUpdates",0,FALSE,FALSE,NA,NA,"Grafton, Ohio"
"@tsquared4321 PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic que… https://t.co/VfpcBNHD3D",FALSE,0,"tsquared4321","2019-04-18 22:00:54",TRUE,NA,"1118997859603365888","800137879775158272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@noahknoell PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic quest… https://t.co/V4W2fzbb41",FALSE,0,"noahknoell","2019-04-18 22:00:47",TRUE,NA,"1118997829521854464","3295998847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@GodNolesFamily @FSUFootball Exactly. He’s going to probably win a couple of more at Clemson but Alabama doesn’t fi… https://t.co/y6huna9Ibl",FALSE,1,"GodNolesFamily","2019-04-18 22:00:44",TRUE,"1118997362477867008","1118997816905555968","827776954761883648","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lumby07",0,FALSE,FALSE,NA,NA,"Nashville, TN"
"@dstaal05 @JimJangles4 @Nate_Shelton @NatiBuck513 @American_Conf @SEC record team, football, everything",FALSE,0,"dstaal05","2019-04-18 22:00:43",FALSE,"1118992019924430848","1118997814011465728","756504001651277824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Big_Man_Mahan",0,FALSE,FALSE,NA,NA,"New Richmond,Ohio"
"@andrew_bednar_ PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic q… https://t.co/lCXPbxu3ae",FALSE,0,"andrew_bednar_","2019-04-18 22:00:39",TRUE,NA,"1118997796491677696","773737938739920896","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@kason_kelley PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic que… https://t.co/spSDNn3nt0",FALSE,0,"kason_kelley","2019-04-18 22:00:32",TRUE,NA,"1118997768066879488","3897508400","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@AnthonyDasher1 “Two hot dogs and a big orange drink...”

Andy Griffith Football Story from 1953 https://t.co/NfmEP9wiwy via @YouTube",FALSE,0,"AnthonyDasher1","2019-04-18 22:00:29",FALSE,"1118995769091141632","1118997755245027328","25423327","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cwhitfi7",0,FALSE,FALSE,NA,NA,"Dalton, Ga."
"@Easton_6el PrepStar Magazine has identified you as a college prospect via HUDL. Step 1 complete the athletic quest… https://t.co/zrjmWRCGVu",FALSE,1,"Easton_6el","2019-04-18 22:00:26",TRUE,NA,"1118997743739924480","4804050786","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSAPrepStar",0,FALSE,FALSE,NA,NA,"California, USA"
"@R0ykeane Hilarious but it's an ott take on the football ""failure"". Fair game on the Qatari &amp; Abu Dhabi PR though.… https://t.co/uVUNbYsYhN",FALSE,0,"R0ykeane","2019-04-18 22:00:21",TRUE,"1118848211467284480","1118997722772779008","159531664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TacheyDelBosque",0,FALSE,FALSE,NA,NA,"Ireland"
"@RedDeadRed1_0 Funny thing is I buy football kits but never actually wear them. Lol",FALSE,1,"RedDeadRed1_0","2019-04-18 22:00:19",FALSE,"1118997190368792576","1118997715399081984","1088405048110010368","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mickmellamphy",0,FALSE,FALSE,NA,NA,"New York, USA"
"I uploaded a new episode, ""OLP Cobras Youth Football"", on #spreaker #ascen #asistascircleempowermentnetwor… https://t.co/rnrLjcmhJs",FALSE,0,NA,"2019-04-18 22:00:19",TRUE,NA,"1118997715021643776",NA,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>","asistascircle",0,FALSE,FALSE,NA,NA,"Maryland"
"Lakewood Highschool Football babyy!!
#Disciplin https://t.co/HL1Eufwnjl",FALSE,1,NA,"2019-04-18 22:00:19",FALSE,NA,"1118997714119876608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeremiahWise10",0,FALSE,FALSE,NA,NA,"St Petersburg, FL"
"Queen's adds one provincial and one out-of-province @Queens_Football @cfc_commits ... https://t.co/fs0gYQFZFB 

“I… https://t.co/DWRsyrr49B",FALSE,2,NA,"2019-04-18 22:00:18",TRUE,NA,"1118997708050763776",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","chatfootball",0,FALSE,FALSE,NA,NA,"Canada"
"The Norwegian Professional Football League and Cisco https://t.co/CSM75o87A7",FALSE,0,NA,"2019-04-18 22:00:15",FALSE,NA,"1118997695882915840",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","AHershman",0,FALSE,FALSE,NA,NA,"Indianapolis"
"We Interrupt This Marriage To Bring You Football Season Sign  | eBay https://t.co/XNJPvLQIdt #football #NFL… https://t.co/FXYG7MhbGL",FALSE,0,NA,"2019-04-18 22:00:11",TRUE,NA,"1118997679202275328",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","ShirleyandMikes",0,FALSE,FALSE,NA,NA,"Johnstown, CO"
"'Saints Play - Adapting Sports for Less Active People' - Lisa Laing from St Kilda Football Club -… https://t.co/oKN5AxsytN",FALSE,0,NA,"2019-04-18 22:00:11",TRUE,NA,"1118997678581526528",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","playbytherules",0,FALSE,FALSE,NA,NA,"Australia"
"Make that four #20Strong verbals in six days for @USFFootball with the addition of WR Tyree Saunders (… https://t.co/WM1VR1ZntY",FALSE,7,NA,"2019-04-18 22:00:08",TRUE,NA,"1118997666178981888",NA,"<a href=""http://www.voxmedia.com"" rel=""nofollow"">Vox Media</a>","StampedeSBN",1,FALSE,FALSE,NA,NA,"Tampa, FL"
"What are your Stanley Cup predictions?
Tell us in the comments!
.
.
.
#RewardTheFan #RTF #RewardingTheFan… https://t.co/TLmWMgQJqO",FALSE,0,NA,"2019-04-18 22:00:07",TRUE,NA,"1118997663545008128",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","RewardTheFan",0,FALSE,FALSE,NA,NA,"United States"
"Not even watching football like that anymore, but it’s cool to see English clubs doing well in European Competitions once again.",FALSE,0,NA,"2019-04-18 22:00:06",FALSE,NA,"1118997659380015104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mister10k_",0,FALSE,FALSE,NA,NA,"New Brunswick, NJ"
"The No. 2 overall pick in the 1989 NFL Draft will be the focus of the hour-long show titled ""Tony Mandarich"" at 9 a… https://t.co/Y8k85C8zdN",FALSE,0,NA,"2019-04-18 22:00:01",TRUE,NA,"1118997637590650880",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","LSJNews",0,FALSE,FALSE,NA,NA,"Lansing, MI"
"What we know, what to look for Saturday at G-Day @SethWEmerson
https://t.co/FzuzPGR5cg",FALSE,0,NA,"2019-04-18 22:00:00",FALSE,NA,"1118997634411368448",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheAthleticATL",0,FALSE,FALSE,NA,NA,"Atlanta, GA"
"ICYMI: Syracuse football post spring depth chart projections https://t.co/k6r3KgKL5v https://t.co/o8c7UC8e2j",FALSE,2,NA,"2019-04-18 22:00:00",FALSE,NA,"1118997634134396928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SyracuseOn247",0,FALSE,FALSE,NA,NA,"Syracuse, New York "
"Check out week 3 with <U+2066>@bigd0g751<U+2069> #Football Go show my guys some love!! <U+2665><U+FE0F> 
<U+2066>@FiReFizT<U+2069> @ Bigdog https://t.co/tH2eIPGTTa",FALSE,0,NA,"2019-04-18 21:59:59",FALSE,NA,"1118997627704680448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZombieQueen0518",0,FALSE,FALSE,NA,NA,"Texas, USA"
"@ESPNRittenberg @PeterBurnsESPN Per your own site’s rankings, SEC East has highest ranked teams in division for 201… https://t.co/GIjBrvp0z4",FALSE,0,"ESPNRittenberg","2019-04-18 21:59:42",TRUE,"1118839930422202368","1118997557097713664","126048399","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sum_dude44",0,FALSE,FALSE,NA,NA,"florida"
"'<U+FFFD><U+FFFD><U+FFFD><U+FFFD><U+FFFD><U+FFFD> Buckeye Football Spring Practice' via @OhioStAthletics https://t.co/46BhbheqBd",FALSE,0,NA,"2019-04-18 21:59:41",FALSE,NA,"1118997553469624320",NA,"<a href=""http://www.upcity.com"" rel=""nofollow"">TweetSocialApp</a>","AgonisClub",0,FALSE,FALSE,NA,NA,"Columbus, OH"
"@NUFC360 since when does any player tell football directors why they DIDN'T sign, they just sign someplace else....… https://t.co/sIrhXo1WD0",FALSE,0,"NUFC360","2019-04-18 21:59:19",TRUE,"1118949217396056064","1118997463631896576","3094453874","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MTVandenberg",0,FALSE,FALSE,NA,NA,"Boston, MA"
"WOW JUST WOW! As a Boulder resident &amp; someone who's suffered 3 TBI's since 2014, I'm stunned/crying sitting here re… https://t.co/lAdJKdaEeW",FALSE,0,NA,"2019-04-18 21:59:19",TRUE,NA,"1118997460234326016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JHochstat",0,FALSE,FALSE,NA,NA,"Boulder, Colorado"
"Your not a football player if ur not hitting the field today!",FALSE,0,NA,"2019-04-18 21:59:04",FALSE,NA,"1118997397709959168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taydabully",0,FALSE,FALSE,NA,NA,"Maryland, USA"
"GM is '100% confident' in M. Brown's medicals https://t.co/NrK5W7cWeg",FALSE,4,NA,"2019-04-18 21:59:02",FALSE,NA,"1118997390583681024",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Rotoworld_Draft",0,FALSE,FALSE,NA,NA,"Stamford, CT"
"@EagleFanProbs This is the game the @Eagles gave my family on field passes, a ceremonial football and a nice person… https://t.co/6bZ7Uuacn5",FALSE,0,"EagleFanProbs","2019-04-18 21:58:59",TRUE,"1118857705148616704","1118997379284447232","1036308216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maguireIII",0,FALSE,FALSE,NA,NA,"Harleysville, Pa"
"This is absolutely fantastic. Watch it, even if you don’t care about football. Bravo, @Chargers! <U+0001F44F><U+0001F3FC> https://t.co/zVNrI3srO3",FALSE,1,NA,"2019-04-18 21:58:55",FALSE,NA,"1118997359512342528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamuelMaw",0,FALSE,FALSE,NA,NA,"SLC, UT"
"@SuperFlexerFF @Just_Fargo @TheBauerClub @RotoHeatRick @FantasyBrosFF @DynastyQuestion @DynastyTrades… https://t.co/cEJpIcw1N7",FALSE,0,"SuperFlexerFF","2019-04-18 21:58:51",TRUE,"1118995716318298112","1118997342768779264","951814099607916544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mxracinghonda",0,FALSE,FALSE,NA,NA,"South Carolina, US"
"Fans take a row boat to the game. 

#CerroPorteño #football https://t.co/iqNnTTDw5O",FALSE,9,NA,"2019-04-18 21:58:35",FALSE,NA,"1118997278537080832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aussiebeastmode",4,FALSE,FALSE,NA,NA,"Australia"
"@RileyThree @FIFAWWC @NZ_Football Speaking of the Haka any plans to do one in France? Or maybe sooner like in St .L… https://t.co/jyXzxqqZ9z",FALSE,0,"RileyThree","2019-04-18 21:58:29",TRUE,"1118991842337611776","1118997251764961280","278149284","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crowez45",0,FALSE,FALSE,NA,NA,"NEBRASKA"
"@SamuelFPerkins @ESPNMilwaukee @DiscountLiqWauk No because he passed on all football authority to gm. Murphy has done opposite .",FALSE,1,"SamuelFPerkins","2019-04-18 21:58:22",FALSE,"1118995804981735424","1118997224711761920","919932704375918592","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","espnhomer",0,FALSE,FALSE,NA,NA,"Milwaukee, WI"
"@PremierCap_36 It’s straight , it’s really just the football part",FALSE,0,"PremierCap_36","2019-04-18 21:58:21",FALSE,"1118978128657907712","1118997219385008128","1065453619946901504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jkimmy211",0,FALSE,FALSE,NA,NA,"Columbia,MO"
"Derrick Alexander was one of the best Wide Receivers the Michigan Wolverines Football Team is ever had from 1989-92… https://t.co/NlVAuWRntY",FALSE,0,NA,"2019-04-18 21:58:15",TRUE,NA,"1118997191807381504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenMill59187765",0,FALSE,FALSE,NA,NA,"Sandusky, MI"
"If the competition is not chasing you then you are chasing them!!!
#football #baseball #softball #soccer #runfast https://t.co/rCAZZ1NYgj",FALSE,1,NA,"2019-04-18 21:57:58",FALSE,NA,"1118997120969736192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","speedster",0,FALSE,FALSE,NA,NA,"Gulf Shores, AL"
"""Put a bicycle helmet, a football helmet next to the bed. Keep your shoes on if you can.""

Be weather aware tonight… https://t.co/IBK0bDwZwT",FALSE,2,NA,"2019-04-18 21:57:41",TRUE,NA,"1118997050278981632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wsbtv",1,FALSE,FALSE,NA,NA,"Atlanta, GA"
"I feel like so many people are saying the football team will underperform again, that if we do what we’ve usually d… https://t.co/tpZMQVj2pI",FALSE,1,NA,"2019-04-18 21:57:38",TRUE,NA,"1118997036223877120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UMvsEveryone",0,FALSE,FALSE,NA,NA,"Ann Arbor, MI"
"@CFBHome Oh, I am so looking forward to football season and proving this crap wrong!",FALSE,0,"CFBHome","2019-04-18 21:57:31",FALSE,"1118986336436916224","1118997008306589696","1008342335548264448","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Itsecondummy",0,FALSE,FALSE,NA,NA,"Raleigh, NC"
"Can we just forward to football season please?",FALSE,0,NA,"2019-04-18 21:57:27",FALSE,NA,"1118996993089712128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robvio31",0,FALSE,FALSE,NA,NA,"Somerset, KY"
"Hey Dan 56 yr old black male brotha bottom here in St. Louis area. Any muscular, muscle, football build or bodybuil… https://t.co/dz1WBMWsbu",FALSE,0,NA,"2019-04-18 21:57:22",TRUE,NA,"1118996971786784768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danmosby",0,FALSE,FALSE,NA,NA,"St. Louis, MO"
"Conspiracy defined- even if the attempt fails.....

Maybe I shouldn't be so concerned about trump as… https://t.co/3VW7TOGIfL",FALSE,6,NA,"2019-04-18 21:56:54",TRUE,NA,"1118996855059308544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StephenGlahn",4,FALSE,FALSE,NA,NA,"Texas"
"National outlet releases full seven-round NFL mock draft; we tell you which #FSU players are coming off the board,… https://t.co/tIIY2lB2iM",FALSE,4,NA,"2019-04-18 21:56:27",TRUE,NA,"1118996741431463936",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tomahawknation",0,FALSE,FALSE,NA,NA,"Tallahassee, FL"
"We’ve got some Spring football here at Plaster. It’s the @MOStateFootball annual Maroon and White game. 

We’ll hav… https://t.co/n0HlUIn1hM",FALSE,3,NA,"2019-04-18 21:56:21",TRUE,NA,"1118996715573514240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattVereen",0,FALSE,FALSE,NA,NA,"Springfield, MO"
"@nflthrowback @DBrooks55 @Buccaneers This team made me love football. Won’t see this style of defense ever again",FALSE,0,"nflthrowback","2019-04-18 21:56:20",FALSE,"1118977196654129152","1118996712574607360","62610707","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chilldood420",0,FALSE,FALSE,NA,NA,"United States"
"Just about (spring) game time here at Plaster Stadium for the Missouri State football team.

Follow this thread for updates on the game.",FALSE,2,NA,"2019-04-18 21:56:09",FALSE,NA,"1118996664373653504",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mandasullivan14",0,FALSE,FALSE,NA,NA,"Springfield, Missouri"
"2019 Sage Hit Premier Draft High Series Football Hobby Box https://t.co/XUcAvihp4S",FALSE,0,NA,"2019-04-18 21:56:03",FALSE,NA,"1118996641493598208",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","HomeRunDirect",0,FALSE,FALSE,NA,NA,"United States"
"@WaddleandSilvy If you spike the football in the endzone, it's directed away from other players usually. The bat fl… https://t.co/fc2LTbx2Vj",FALSE,0,"WaddleandSilvy","2019-04-18 21:56:03",TRUE,"1118994812013875200","1118996640575238144","27898683","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SpaceBard",0,FALSE,FALSE,NA,NA,"Chicago"
"Nebraska Football - Tribute to Brook Berringer https://t.co/Sj4Km5uPxC via @YouTube",FALSE,0,NA,"2019-04-18 21:56:02",FALSE,NA,"1118996637312008192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaygrieser",0,FALSE,FALSE,NA,NA,"Lincoln, Nebraska"
"Clemson does own the football world but the SEC is unmatched team for team compared to every other division https://t.co/UAXuAAuzSm",FALSE,1,NA,"2019-04-18 21:55:59",FALSE,NA,"1118996623059759104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkKaczocha",0,FALSE,FALSE,NA,NA,"Tennessee, USA"
"NCAA proposal that would curtail graduate transfers not expected to pass https://t.co/wqSVGebkxc via @CBSSports",FALSE,0,NA,"2019-04-18 21:55:55",FALSE,NA,"1.118996607759e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sportsandra",0,FALSE,FALSE,NA,NA,"Sunny Side of the Street"
"@Dev_warner32 @kasonhowell @Steven_Greek @LCS__Football @kyleb_howell @coachhowell44 We have catfish in Virginia. Please bring recipe!",FALSE,0,"Dev_warner32","2019-04-18 21:55:54",FALSE,"1118990732071665664","1118996603103215616","743450649803776000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","H3BurtonJeff",0,FALSE,FALSE,NA,NA,"Virginia"
"@YellwBoi_10 I’m in the flag football league witchu brudda <U+0001F600>",FALSE,1,"YellwBoi_10","2019-04-18 21:55:51",FALSE,"1118995690410184704","1118996590147067904","40735662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetcraig_",0,FALSE,FALSE,NA,NA,"Cincinnati"
"""Boston University's chronic traumatic encephalopathy center has found evidence of degenerative brain disease in 99… https://t.co/Bhc78LVbNQ",FALSE,1,"tripgabriel","2019-04-18 21:55:47",TRUE,"1118995904793600000","1118996572451295232","39245720","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tripgabriel",2,FALSE,FALSE,NA,NA,"New York, NY"
